"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9807,0.23,0.1865,0.3832,0.1136,0.4224,0.2147,0.1474,0.0031,-0.3573,-0.1376,-0.282,-0.1058,0.3634,0.0477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.23,0.9409,0.2664,0.1177,0.1382,0.0306,-0.1484,0.1234,0.1966,-0.2108,-0.2621,-0.2468,0.1732,0.0776,0.0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.1865,0.2664,0.9868,0.2147,0.3418,0.1449,0.0395,0.0515,0.0628,-0.0977,-0.0931,-0.2761,0.1221,0.2104,0.4733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.3832,0.1177,0.2147,0.9728,0.2467,0.2937,0.1478,0.0132,0.0365,-0.2499,-0.1136,-0.211,-0.0375,0.3816,0.2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1136,0.1382,0.3418,0.2467,0.9887,0.2505,0.2638,0.1698,0.2675,-0.0445,-0.0087,-0.2978,0.0368,-0.0538,0.1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.4224,0.0306,0.1449,0.2937,0.2505,0.9967,-0.0153,0.0308,-0.0918,-0.1714,-0.0558,0.0088,-0.2316,0.4364,0.1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.2147,-0.1484,0.0395,0.1478,0.2638,-0.0153,0.9804,0.0103,0.2745,-0.069,0.0322,-0.127,-0.0055,-0.0474,0.0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1474,0.1234,0.0515,0.0132,0.1698,0.0308,0.0103,0.9996,0.3006,-0.0941,-0.303,-0.098,0.007,0.2448,0.1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0031,0.1966,0.0628,0.0365,0.2675,-0.0918,0.2745,0.3006,0.9821,-0.0563,-0.3545,-0.2856,0.1785,0.046,0.1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3573,-0.2108,-0.0977,-0.2499,-0.0445,-0.1714,-0.069,-0.0941,-0.0563,0.9349,0.368,0.5356,0.0629,-0.0223,-0.1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
