"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpnlag",0.9993,-0.0032,0.445,0.3155,0.0672,0.1262,0.0155,0.1518,0.0677,-0.0181,-0.073,-0.3536,0.1849,-0.0024,0.2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0032,0.9985,0.3405,0.075,0.1842,0.162,0.0719,0.1096,0.2418,-0.0335,-0.0958,-0.1777,0.2076,0.3377,-0.2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.445,0.3405,0.9713,0.3364,0.0946,0.0692,-0.1326,0.2555,0.0684,-0.1776,-0.1833,-0.5176,0.2389,0.2062,-0.1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.3155,0.075,0.3364,1,0.2054,0.2194,0.3171,0.1553,0.072,-0.0063,-0.1013,0.1259,0.0543,0.1666,0.2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0672,0.1842,0.0946,0.2054,0.9859,0.4524,0.3011,0.3824,0.1069,-0.0759,-0.1665,0.0992,-0.1797,0.1937,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1262,0.162,0.0692,0.2194,0.4524,0.997,0.2849,0.4815,0.3512,-0.1591,-0.3601,-0.1225,0.0659,0.1635,0.1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.0155,0.0719,-0.1326,0.3171,0.3011,0.2849,0.9593,-0.0844,0.081,-0.1108,-0.3117,0.2029,-0.027,0.1808,0.4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1518,0.1096,0.2555,0.1553,0.3824,0.4815,-0.0844,0.9811,0.5015,-0.1092,-0.1788,-0.0046,0.1881,0.1962,-0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0677,0.2418,0.0684,0.072,0.1069,0.3512,0.081,0.5015,0.9646,-0.1247,-0.1745,0.0182,-0.0284,0.2807,-0.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0181,-0.0335,-0.1776,-0.0063,-0.0759,-0.1591,-0.1108,-0.1092,-0.1247,1,0.4736,0.1196,-0.2212,-0.3002,-0.0841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.073,-0.0958,-0.1833,-0.1013,-0.1665,-0.3601,-0.3117,-0.1788,-0.1745,0.4736,0.9789,0.1726,-0.1714,-0.2323,-0.1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3536,-0.1777,-0.5176,0.1259,0.0992,-0.1225,0.2029,-0.0046,0.0182,0.1196,0.1726,0.9691,-0.1407,0.0304,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.1849,0.2076,0.2389,0.0543,-0.1797,0.0659,-0.027,0.1881,-0.0284,-0.2212,-0.1714,-0.1407,0.9878,0.0079,-0.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",-0.0024,0.3377,0.2062,0.1666,0.1937,0.1635,0.1808,0.1962,0.2807,-0.3002,-0.2323,0.0304,0.0079,0.9962,0.2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",0.2067,-0.2823,-0.1766,0.2468,0.138,0.1484,0.4004,-0.0333,-0.1142,-0.0841,-0.1546,0.0175,-0.0286,0.2225,0.9635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
