"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"A_Cmpn",0.1299,0,0,0,0,0.1764,0,0,0,0.1612,0,0,0,0,0,0,0,0,0,0.1514,0,0.1614,0,0,0,0.2135,0,0,0,0.1712
"A_Rspct",0,0.1386,0,0,0.1389,0,0,0,0,0,0,0,0.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1349,0.1291,0,0,0,0,0,0,0,0,0,0,0,0.1431,0,0,0.1465,0,0.145,0,0,0,0,0,0.152,0,0,0
"C_Org",0,0.101,0.0995,0.0957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1017,0,0,0,0,0,0
"C_Prdctv",0,0.0529,0.0592,0.0509,0.0605,0.0703,0,0.0683,0,0,0,0.0476,0,0.0679,0,0,0,0.0471,0,0,0.0507,0.0486,0.0562,0,0,0.0892,0.0677,0.0483,0.0892,0.0553
"C_Rspnbl",0,0,0,0,0,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1312,0,0,0,0,0,0,0,0,0,0.1381,0.1702,0,0,0,0,0,0.155,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.177,0.2146,0,0.1963,0,0,0,0,0,0,0,0,0.2096,0,0,0,0,0,0,0,0,0.172,0
"E_Scblty",0,0,0,0,0.0594,0,0,0.0842,0.0755,0.0595,0,0.0554,0.0535,0.0747,0.0581,0.0618,0,0.0453,0,0,0,0,0.0718,0,0,0.0859,0.06,0.0605,0,0
"N_Anxty",0,0,0,0.1348,0,0,0.1333,0,0,0.1447,0,0.1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1314,0,0,0,0
"N_Depr",0,0.0798,0.0832,0,0,0,0,0.09,0,0,0.0884,0,0,0,0.0829,0,0,0,0,0,0,0,0,0,0,0,0.0804,0,0.0897,0.1003
"N_EmoVol",0,0,0,0,0,0,0.1257,0,0,0,0.1553,0.1497,0,0,0,0,0.1181,0,0,0,0.1212,0,0,0,0,0.1391,0,0,0,0
"O_AesSens",0.1038,0,0.0997,0,0.1096,0.1267,0,0.1341,0.1062,0,0,0,0.085,0.1367,0,0,0,0,0,0,0.0838,0.0788,0,0,0.0884,0,0,0,0,0
"O_CrtvImag",0,0,0.1191,0.1457,0,0,0,0,0,0,0,0,0.1336,0.1325,0,0,0,0,0.1507,0,0.1827,0.1737,0,0.2953,0,0.2071,0.2148,0,0,0.1685
"O_IntCur",0,0.1756,0,0,0,0.1969,0,0,0,0,0,0,0,0,0.1938,0.2584,0,0,0,0,0,0,0,0,0,0.3177,0,0,0,0
