"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.6676,0.2522,0.5077,-0.4652,-0.4362,-0.2975,0.2967,-0.0157,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.6676,1,0.3703,0.3504,-0.3084,-0.3973,-0.3633,0.3442,0.2178,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2522,0.3703,1,0.0112,-0.0509,-0.0538,0.0266,0.1416,0.1484,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.5077,0.3504,0.0112,1,-0.2842,-0.2777,-0.2509,0.1102,0.0842,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4652,-0.3084,-0.0509,-0.2842,1,0.3265,0.3663,-0.1288,-0.2087,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.4362,-0.3973,-0.0538,-0.2777,0.3265,1,0.4458,-0.4605,-0.1191,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2975,-0.3633,0.0266,-0.2509,0.3663,0.4458,1,-0.2734,0.0704,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2967,0.3442,0.1416,0.1102,-0.1288,-0.4605,-0.2734,1,0.219,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0157,0.2178,0.1484,0.0842,-0.2087,-0.1191,0.0704,0.219,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.5313,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8293,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8489,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7536,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6145,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7537,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7982,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9938,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8346
