"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.1492,-0.0439,-0.1287,0.1139,0.052,0.1557,0.113,-0.1338,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1492,1,0.1036,-0.1587,-7e-04,-0.0386,0.0141,0.4728,0.3548,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0439,0.1036,1,0.1127,0.0834,0.1132,-0.08,0.078,0.4204,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1287,-0.1587,0.1127,1,0.0837,-0.0162,0.0317,-0.0845,0.1986,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1139,-7e-04,0.0834,0.0837,1,0.5304,0.2977,-0.2518,-0.0584,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.052,-0.0386,0.1132,-0.0162,0.5304,1,0.2647,-0.2454,-0.0554,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1557,0.0141,-0.08,0.0317,0.2977,0.2647,1,-0.0629,-0.0674,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.113,0.4728,0.078,-0.0845,-0.2518,-0.2454,-0.0629,1,0.2901,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1338,0.3548,0.4204,0.1986,-0.0584,-0.0554,-0.0674,0.2901,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9742,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6129,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7074,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9958,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7062,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9912,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7129
