"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.4691,0.1253,0.438,-0.5642,-0.0692,-0.2839,0.3399,0.5499,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4691,1,0.774,0.6063,-0.3321,-0.2066,-0.1942,0.4606,0.3484,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1253,0.774,1,0.6093,-0.3763,-0.4042,-0.127,0.6186,0.3477,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.438,0.6063,0.6093,1,-0.5597,-0.335,-0.5169,0.6599,0.5275,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.5642,-0.3321,-0.3763,-0.5597,1,0.3527,0.5153,-0.6022,-0.3966,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0692,-0.2066,-0.4042,-0.335,0.3527,1,-0.1632,-0.5364,-0.2681,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2839,-0.1942,-0.127,-0.5169,0.5153,-0.1632,1,-0.2399,-0.1447,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3399,0.4606,0.6186,0.6599,-0.6022,-0.5364,-0.2399,1,0.5923,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.5499,0.3484,0.3477,0.5275,-0.3966,-0.2681,-0.1447,0.5923,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.4975,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.3871,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.2781,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3674,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8264,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4164,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6084
