"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.1307,0.0713,0.0509,0.0055,0.1569,0.183,0.0559,0.1615,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1307,1,-0.0884,0.1419,0.1182,-0.0907,0.0192,0.1238,-0.0838,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0713,-0.0884,1,-0.0657,-0.0638,-0.1406,0.0377,-0.0266,0.004,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0509,0.1419,-0.0657,1,0.1458,0.1797,-0.2225,0.0562,0.2344,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0055,0.1182,-0.0638,0.1458,1,-0.026,0.0714,-0.0758,-0.2859,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.1569,-0.0907,-0.1406,0.1797,-0.026,1,0.0812,-0.3052,0.0895,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.183,0.0192,0.0377,-0.2225,0.0714,0.0812,1,-0.1586,-0.0156,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0559,0.1238,-0.0266,0.0562,-0.0758,-0.3052,-0.1586,1,0.272,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1615,-0.0838,0.004,0.2344,-0.2859,0.0895,-0.0156,0.272,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9256,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9696,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9966,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9963,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9973,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9933,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9002
