"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9977,0.376,0.1998,0.3078,0.0201,-0.0781,0.0701,7e-04,0.1346,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.376,0.9946,0.2344,0.348,-0.0813,0.0201,-0.3193,0.2727,0.3,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1998,0.2344,0.9925,0.2809,-0.0047,-0.0887,-0.1122,0.0519,0.1292,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3078,0.348,0.2809,0.9997,-0.1007,-0.0592,-0.2322,0.1782,0.2886,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0201,-0.0813,-0.0047,-0.1007,0.9995,0.3132,0.5105,-0.1205,-0.1727,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0781,0.0201,-0.0887,-0.0592,0.3132,0.9904,0.2772,-0.0893,-0.0121,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0701,-0.3193,-0.1122,-0.2322,0.5105,0.2772,0.9878,-0.2797,-0.2524,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",7e-04,0.2727,0.0519,0.1782,-0.1205,-0.0893,-0.2797,0.9942,0.3254,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1346,0.3,0.1292,0.2886,-0.1727,-0.0121,-0.2524,0.3254,0.9778,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.777,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.7606,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.5741,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8425,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7614,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7483,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7904
