"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9822,0.2063,-0.0196,0.0336,-0.2764,-0.2557,-0.0657,0.0224,0.2177,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2063,1,0.0036,-0.0053,-0.1301,-0.249,-0.0825,0.1125,0.1747,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0196,0.0036,0.9935,0.1356,-0.2267,0.0438,-0.2744,-0.1531,0.0416,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0336,-0.0053,0.1356,0.9801,-0.016,-0.0347,-0.1852,0.0911,-0.0646,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2764,-0.1301,-0.2267,-0.016,0.9715,0.3597,0.24,0.0367,-0.2033,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2557,-0.249,0.0438,-0.0347,0.3597,0.9994,0.3705,0.001,-0.2346,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0657,-0.0825,-0.2744,-0.1852,0.24,0.3705,0.8996,0.0112,-0.1077,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0224,0.1125,-0.1531,0.0911,0.0367,0.001,0.0112,0.999,0.1808,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2177,0.1747,0.0416,-0.0646,-0.2033,-0.2346,-0.1077,0.1808,0.9939,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.922,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9856,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.895,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7844,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7874,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7965,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9061,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9667,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9142
