"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.421,-0.131,-0.0957,-0.2038,-0.0511,0.1292,-0.0157,0.0554,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.421,1,0.1455,0.1991,-0.2037,-0.1107,-0.1783,-0.1167,0.4232,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.131,0.1455,1,0.3623,-0.039,0.0332,-0.3716,0.0421,0.3052,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0957,0.1991,0.3623,1,-0.0623,-0.0896,-0.2646,0.0443,0.2006,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2038,-0.2037,-0.039,-0.0623,1,0.4132,0.3384,-0.2826,0.1235,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0511,-0.1107,0.0332,-0.0896,0.4132,1,0.0748,-0.0224,-0.2225,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1292,-0.1783,-0.3716,-0.2646,0.3384,0.0748,1,-0.255,-0.1897,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0157,-0.1167,0.0421,0.0443,-0.2826,-0.0224,-0.255,1,0.214,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0554,0.4232,0.3052,0.2006,0.1235,-0.2225,-0.1897,0.214,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.6951,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.4437,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8103,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9909,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8127,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7097,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7526,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9951,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7912
