"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.5095,0.2107,-0.1025,-0.4546,-0.3949,-0.3287,0.2625,0.1035,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5095,1,0.3977,0.2773,-0.3284,-0.5076,-0.2804,0.469,0.4147,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2107,0.3977,1,0.3188,-0.4719,-0.3902,-0.3316,0.2847,0.5165,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1025,0.2773,0.3188,1,-0.2132,-0.1556,-0.1403,0.2304,0.4679,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4546,-0.3284,-0.4719,-0.2132,1,0.5596,0.2578,-0.307,-0.3487,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3949,-0.5076,-0.3902,-0.1556,0.5596,1,0.3014,-0.4801,-0.4849,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3287,-0.2804,-0.3316,-0.1403,0.2578,0.3014,1,-0.3437,-0.2763,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2625,0.469,0.2847,0.2304,-0.307,-0.4801,-0.3437,1,0.3905,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1035,0.4147,0.5165,0.4679,-0.3487,-0.4849,-0.2763,0.3905,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.6847,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.5045,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7593,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7927,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6901,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6382,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7129,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5734
