"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9554,0.3795,0.3815,0.2983,-0.4131,-0.3444,-0.3348,0.2527,0.279,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3795,0.9984,0.2754,0.1908,-0.3876,-0.2899,-0.2204,0.3829,0.4428,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.3815,0.2754,0.8934,0.3665,-0.4301,-0.3102,-0.3264,0.1925,0.3231,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2983,0.1908,0.3665,0.9908,-0.5365,-0.2687,-0.493,0.1519,0.3424,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4131,-0.3876,-0.4301,-0.5365,0.992,0.5559,0.494,-0.4007,-0.4358,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3444,-0.2899,-0.3102,-0.2687,0.5559,0.9874,0.4508,-0.3284,-0.2757,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.3348,-0.2204,-0.3264,-0.493,0.494,0.4508,0.9971,-0.2515,-0.5132,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2527,0.3829,0.1925,0.1519,-0.4007,-0.3284,-0.2515,0.9869,0.2465,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.279,0.4428,0.3231,0.3424,-0.4358,-0.2757,-0.5132,0.2465,0.9982,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8073,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9358,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7923,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.6785,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5835,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7193,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8204,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7591
