"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9968,0.1487,-0.0438,-0.1283,0.1137,0.0519,0.1554,0.1126,-0.1335,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1487,0.9968,0.1033,-0.1581,-7e-04,-0.0385,0.0141,0.471,0.3539,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0438,0.1033,0.9975,0.1123,0.0832,0.1129,-0.0799,0.0778,0.4194,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1283,-0.1581,0.1123,0.9963,0.0835,-0.0162,0.0316,-0.0841,0.198,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1137,-7e-04,0.0832,0.0835,0.9993,0.5298,0.2974,-0.2511,-0.0583,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0519,-0.0385,0.1129,-0.0162,0.5298,0.9983,0.2644,-0.2446,-0.0553,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1554,0.0141,-0.0799,0.0316,0.2974,0.2644,0.9991,-0.0627,-0.0673,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1126,0.471,0.0778,-0.0841,-0.2511,-0.2446,-0.0627,0.9954,0.2891,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1335,0.3539,0.4194,0.198,-0.0583,-0.0553,-0.0673,0.2891,0.9978,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9722,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6015,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7149,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9944,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7109,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9986,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9839,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7018
