"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.968,0.1875,0.0292,0.0298,0.1567,-0.0045,-0.0013,0.0464,0.0289,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1875,0.9682,0.1593,0.0654,0.3311,-6e-04,-0.1759,0.3322,-0.0842,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0292,0.1593,0.9969,0.0057,0.0108,0.1581,-0.2561,-0.0273,0.1292,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0298,0.0654,0.0057,0.9821,-0.1046,-0.0129,-0.1416,-0.078,-0.0362,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1567,0.3311,0.0108,-0.1046,0.9875,0.198,0.1283,-0.1227,-0.042,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0045,-6e-04,0.1581,-0.0129,0.198,0.8797,0.1273,-0.2113,-0.0704,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0013,-0.1759,-0.2561,-0.1416,0.1283,0.1273,0.9993,-0.2298,-0.0257,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0464,0.3322,-0.0273,-0.078,-0.1227,-0.2113,-0.2298,0.9815,0.2135,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0289,-0.0842,0.1292,-0.0362,-0.042,-0.0704,-0.0257,0.2135,0.9932,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9971,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.7459,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9675,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.955,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9527,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9134,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9934,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9949,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9833
