"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9813,0.3083,0.0321,0.2553,-0.3055,-0.1085,-0.2942,0.378,-0.0563,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3083,0.9993,0.2131,0.1577,-0.2898,-0.1733,-0.1674,0.2529,0.0435,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0321,0.2131,0.9782,0.2252,-0.2126,-0.3576,-0.3175,0.0805,0.332,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2553,0.1577,0.2252,0.9397,-0.3275,-0.1858,-0.2463,0.1231,0.0935,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3055,-0.2898,-0.2126,-0.3275,0.9904,0.4455,0.4513,-0.0651,-0.1423,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1085,-0.1733,-0.3576,-0.1858,0.4455,0.9217,0.5567,-0.0072,-0.2366,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2942,-0.1674,-0.3175,-0.2463,0.4513,0.5567,0.9866,-0.2655,-0.0564,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.378,0.2529,0.0805,0.1231,-0.0651,-0.0072,-0.2655,0.9888,0.3359,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0563,0.0435,0.332,0.0935,-0.1423,-0.2366,-0.0564,0.3359,0.9967,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8944,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8767,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.737,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6861,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7837,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5072,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8967,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8455
