"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9904,0.1927,0.1348,0.0107,-0.1316,0.0032,0.2322,0.1498,0.0076,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1927,0.9969,0.2695,0.235,-0.0026,0.0067,-0.2036,0.1713,0.0257,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1348,0.2695,1,0.3004,-0.2224,-0.1022,-0.28,0.0504,-0.0098,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0107,0.235,0.3004,0.9212,-0.0839,-0.2465,-0.3058,0.04,0.2509,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1316,-0.0026,-0.2224,-0.0839,0.9984,0.2723,0.1237,-0.0525,0.0017,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0032,0.0067,-0.1022,-0.2465,0.2723,0.9996,0.2659,-0.1028,-0.1019,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.2322,-0.2036,-0.28,-0.3058,0.1237,0.2659,0.9934,-0.0791,-0.2601,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1498,0.1713,0.0504,0.04,-0.0525,-0.1028,-0.0791,0.9993,0.2364,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0076,0.0257,-0.0098,0.2509,0.0017,-0.1019,-0.2601,0.2364,0.9991,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9755,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8558,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9204,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7246,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7778,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9269,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7823,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9958
