"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.463,0.4654,0.5772,-0.4009,-0.2752,-0.2854,0.1567,0.2427,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.463,1,0.3074,0.5657,-0.3359,-0.2531,-0.0542,0.3919,0.4163,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.4654,0.3074,1,0.2293,-0.1241,-0.0273,-0.2359,0.2298,0.3413,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.5772,0.5657,0.2293,1,-0.3667,-0.1512,-0.2147,0.2489,0.3021,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.4009,-0.3359,-0.1241,-0.3667,1,0.1405,0.2264,-0.1266,-0.2012,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2752,-0.2531,-0.0273,-0.1512,0.1405,1,0.4402,-0.102,-0.2873,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2854,-0.0542,-0.2359,-0.2147,0.2264,0.4402,1,-0.2493,-0.1717,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1567,0.3919,0.2298,0.2489,-0.1266,-0.102,-0.2493,1,0.3357,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2427,0.4163,0.3413,0.3021,-0.2012,-0.2873,-0.1717,0.3357,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8585,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6345,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.6471,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.5981,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8152,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8093,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8693,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8385,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5805
