"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.4273,0.2048,0.166,-0.217,-0.1327,-0.1377,0.2069,0.3036,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4273,1,0.0547,0.2864,0.3206,-0.3367,0.0153,0.2319,0.3521,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2048,0.0547,1,0.3622,-0.2139,-0.1569,-0.2112,-0.0433,0.0655,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.166,0.2864,0.3622,1,0.0339,-0.0855,0.117,-0.0537,0.2097,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.217,0.3206,-0.2139,0.0339,1,-0.0296,0.1972,-0.1771,0.177,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1327,-0.3367,-0.1569,-0.0855,-0.0296,1,-0.1953,-0.0752,-0.0789,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1377,0.0153,-0.2112,0.117,0.1972,-0.1953,1,0.1469,0.13,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2069,0.2319,-0.0433,-0.0537,-0.1771,-0.0752,0.1469,1,0.4958,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3036,0.3521,0.0655,0.2097,0.177,-0.0789,0.13,0.4958,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.549,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6086,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8304,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.3977,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8667,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8683,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9862,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6147,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9867
