"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.8776,0.2487,0.1598,0.2548,-0.518,-0.3377,-0.4158,0.0554,0.3773,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2487,0.9089,0.4543,0.4178,-0.3145,-0.4434,-0.1065,-0.011,0.1419,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1598,0.4543,0.959,0.4159,-0.2756,-0.1417,-0.0537,0.1422,0.204,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2548,0.4178,0.4159,0.8975,-0.1978,0.0139,-0.3312,0.1144,0.2502,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.518,-0.3145,-0.2756,-0.1978,0.9983,0.1357,0.4722,0.2013,-0.3394,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3377,-0.4434,-0.1417,0.0139,0.1357,0.9842,0.0293,0.2124,0.219,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.4158,-0.1065,-0.0537,-0.3312,0.4722,0.0293,0.9752,0.0559,-0.3048,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0554,-0.011,0.1422,0.1144,0.2013,0.2124,0.0559,0.9225,0.5501,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3773,0.1419,0.204,0.2502,-0.3394,0.219,-0.3048,0.5501,0.9983,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.3317,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8021,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.6991,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.6187,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7773,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9402,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8271,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6055,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4424
