"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9828,0.3927,0.2941,-0.0102,-0.2716,-0.1847,-0.0245,0.2643,0.1473,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3927,0.9842,0.2284,0.1241,-0.3021,-0.1094,-0.1011,0.5385,0.3272,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2941,0.2284,0.9933,0.0365,-0.1785,-0.2126,-0.1049,0.141,0.1728,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0102,0.1241,0.0365,0.9995,-0.3946,-0.2177,-0.2008,0.2852,0.3261,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2716,-0.3021,-0.1785,-0.3946,0.9918,0.6669,0.4606,-0.2934,-0.3641,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1847,-0.1094,-0.2126,-0.2177,0.6669,0.9933,0.4728,-0.1586,-0.305,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0245,-0.1011,-0.1049,-0.2008,0.4606,0.4728,0.9719,-0.1579,-0.1888,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2643,0.5385,0.141,0.2852,-0.2934,-0.1586,-0.1579,0.9615,0.3863,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1473,0.3272,0.1728,0.3261,-0.3641,-0.305,-0.1888,0.3863,0.9963,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8222,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6225,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9838,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.6655,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5416,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9753,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7541,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9553,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7989
