"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.5872,0.0307,0.26,0.0059,-0.057,-0.0049,0.2308,0.1976,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5872,1,0.0328,0.2187,-0.0855,-0.3195,-0.0946,0.2941,0.2464,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0307,0.0328,1,0.4462,-0.2468,-0.0263,0.0052,-0.2291,0.2089,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.26,0.2187,0.4462,1,-0.2676,-0.0293,-0.1754,-0.0444,0.1595,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0059,-0.0855,-0.2468,-0.2676,1,0.4834,0.4128,-0.0833,-0.4226,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.057,-0.3195,-0.0263,-0.0293,0.4834,1,0.1787,-0.1226,-0.2885,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0049,-0.0946,0.0052,-0.1754,0.4128,0.1787,1,0.0371,-0.0747,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2308,0.2941,-0.2291,-0.0444,-0.0833,-0.1226,0.0371,1,0.1991,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1976,0.2464,0.2089,0.1595,-0.4226,-0.2885,-0.0747,0.1991,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.5618,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8546,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9733,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.5332,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7557,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8874,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9553,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8007
