"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scblty",-0.0691,0,0.4145,0,0,0,-0.257,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0482,0,-0.3341,0,0,0,0.2607,0,0,0,0,0,-0.2593,0,0,0,0
"A_Cmpn",0,0,0.0109,0,0,0,0,0,-0.3099,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.2669,0,0,0,0,-0.288,0,0,0,0,0,0.2604,0,0
"N_Anxty",0,0,0,0,0,0.1942,0,-0.2649,0,0,0,0,0,0.4459,0,0,0,0
"N_EmoVol",0,-0.324,0,0,0,0,-0.0115,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1539,0,0,0,0,0,0,0,0,0,0.2967
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0756,0,0,0,0,0,0,0,0,0
