"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9906,0.205,0.0483,0.1657,-0.1273,-0.2454,-0.1637,-0.0177,0.0891,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.205,0.9968,-0.0023,-0.0339,0.0992,-0.0194,0.0895,0.211,0.1469,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0483,-0.0023,0.9983,0.2845,0.1653,0.09,-0.1702,0.0335,0.2852,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1657,-0.0339,0.2845,0.9999,0.0683,0.321,-0.2697,0.0635,0.1426,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1273,0.0992,0.1653,0.0683,0.9839,-0.2362,0.0438,-0.0422,0.0111,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2454,-0.0194,0.09,0.321,-0.2362,0.9974,-0.1362,0.1422,0.0532,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1637,0.0895,-0.1702,-0.2697,0.0438,-0.1362,0.9986,-0.1589,0.0558,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0177,0.211,0.0335,0.0635,-0.0422,0.1422,-0.1589,0.9963,0.3576,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0891,0.1469,0.2852,0.1426,0.0111,0.0532,0.0558,0.3576,0.9983,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9437,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9588,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9073,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7843,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8266,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9322,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7426,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8199,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7508
