"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.2319,0.0711,0.2007,-0.2791,-0.2178,-0.1793,0.0856,0.2065,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2319,1,-0.0851,0.0433,-0.1288,-0.0051,-0.0803,0.3003,0.1768,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0711,-0.0851,1,0.0086,-0.0934,-0.2281,-0.2199,-0.0101,0.0387,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2007,0.0433,0.0086,1,0.0785,-0.0699,0.114,0.1258,0.117,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2791,-0.1288,-0.0934,0.0785,1,0.4619,0.4698,-0.3777,-0.1451,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2178,-0.0051,-0.2281,-0.0699,0.4619,1,0.3988,-0.2647,-0.2718,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1793,-0.0803,-0.2199,0.114,0.4698,0.3988,1,-0.2775,-0.1392,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0856,0.3003,-0.0101,0.1258,-0.3777,-0.2647,-0.2775,1,0.3028,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2065,0.1768,0.0387,0.117,-0.1451,-0.2718,-0.1392,0.3028,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9077,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9778,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9974,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9088,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6792,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7364,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8231,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7081,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9086
