"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.933,0.4548,-0.0598,0.0657,-0.2881,0.0257,0.0676,0.2212,-0.083,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4548,0.9932,0.0219,0.0986,-0.5116,-0.1852,-0.1809,0.2689,0.1741,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0598,0.0219,0.8762,0.0204,-0.1019,-0.4103,-0.2279,0.0517,0.2459,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0657,0.0986,0.0204,0.8549,-0.2262,-0.3145,-0.3915,0.3271,0.3938,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2881,-0.5116,-0.1019,-0.2262,0.9259,0.5032,0.41,-0.2317,-0.2621,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0257,-0.1852,-0.4103,-0.3145,0.5032,0.9873,0.5934,0.0191,-0.1986,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0676,-0.1809,-0.2279,-0.3915,0.41,0.5934,0.9349,-0.0659,-0.1242,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2212,0.2689,0.0517,0.3271,-0.2317,0.0191,-0.0659,0.963,0.4627,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.083,0.1741,0.2459,0.3938,-0.2621,-0.1986,-0.1242,0.4627,0.968,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8076,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9744,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.5881,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3571,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6767,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5631,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9814,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5679
