"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.194,0.1355,0.0112,-0.1323,0.0033,0.2341,0.1506,0.0076,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.194,1,0.2699,0.2452,-0.0026,0.0067,-0.2046,0.1716,0.0257,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1355,0.2699,1,0.313,-0.2226,-0.1022,-0.281,0.0505,-0.0098,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0112,0.2452,0.313,1,-0.0874,-0.2569,-0.3197,0.0416,0.2615,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1323,-0.0026,-0.2226,-0.0874,1,0.2726,0.1242,-0.0526,0.0017,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0033,0.0067,-0.1022,-0.2569,0.2726,1,0.2668,-0.1029,-0.102,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.2341,-0.2046,-0.281,-0.3197,0.1242,0.2668,1,-0.0794,-0.2611,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1506,0.1716,0.0505,0.0416,-0.0526,-0.1029,-0.0794,1,0.2366,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0076,0.0257,-0.0098,0.2615,0.0017,-0.102,-0.2611,0.2366,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9842,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9033,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9199,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7201,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7608,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9275,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9818,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8394,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9965
