"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9994,0.5618,0.3442,0.0794,-0.3574,-0.223,0.0842,0.441,0.0969,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5618,0.9738,0.3413,0.0415,-0.2097,-0.2416,-0.0993,0.3714,0.1481,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.3442,0.3413,0.9874,0.3076,-0.184,-0.3185,-0.1976,0.0799,0.1605,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0794,0.0415,0.3076,0.9998,-0.1481,-0.0638,-0.035,-0.0398,0.0156,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3574,-0.2097,-0.184,-0.1481,0.9998,0.4865,0.3018,-0.3305,-0.1321,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.223,-0.2416,-0.3185,-0.0638,0.4865,0.9533,0.5672,-0.117,-0.0702,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0842,-0.0993,-0.1976,-0.035,0.3018,0.5672,0.9937,-0.1176,-0.1054,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.441,0.3714,0.0799,-0.0398,-0.3305,-0.117,-0.1176,0.9948,0.4116,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0969,0.1481,0.1605,0.0156,-0.1321,-0.0702,-0.1054,0.4116,0.9163,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9578,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6758,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.5632,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9857,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9789,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7378,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6176,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7823,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7835
