"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2752,0,0,0,0,0.3397
"A_Rspct",0,0.0981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3869,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.0883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5164,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.083,0,0,0,0,0,0.2208,0.3332,0,0,0,0,0,0.2793,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1805,0,0,0,0,0,0,0,0,0,0,0,0,0.3578,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.0449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4317,0,-0.5377,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,-0.2802,0,0,0.2199,0,0,0,0,0,0,0,0,0,-0.3522,0,0,0,0.7611,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,-0.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2724,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,-0.2452,0,0,0.1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2569,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3323,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.184,0,0,0,0,0,0,0,0,-0.3973,0,0.2287,0,-0.3002,0,0,0,0,0
"O_CrtvImag",0,0,0,-0.2149,0,0,0,0,0,0,0,0,0,0.3231,0,0,0,0,0,0,0,0.3293,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
