"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1075,0,0,0,0,0,0,0,0,0,0,0.1083,0,0,0,0,0,0,0,0,0.1086,0,0,0,0,0.1119,0,0,0,0
"A_Trust",0,0,0.1204,0,0,0,0,0,0,0,0,0,0,0,0,0.1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0.1091,0,0.1139,0,0,0,0.1086,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1183,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1125,0,0,0,0,0,0,0,0.1156,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1086,0,0,0,0,0,0,0,0.1182
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1057,0,0,0.1048,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1085,0,0,0,0,0.1107,0.1118
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0.1083,0.1079,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1186,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1184,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0.1161,0,0,0,0,0,0,0,0,0,0,0.1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
