"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.0525,0,0.3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3872,-0.6994,0,0,0,0
"A_Rspct",0,-0.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3178,0,0,0,-0.4766,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.0474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6111,0,0,0,0
"C_Org",0,-0.6099,0,0.0329,0.2506,0,0,0,0,0.3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7645,0,0,0,0
"C_Prdctv",0,0,0,0,-0.1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3739,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3289
"E_Assert",0,0,0,0.2767,0,0,-0.1564,-0.2859,0,0,0,0,0,0,0,0,0,0,0.3316,0,-0.53,0,0,0,0,0,0,-0.3775,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4432,0,0,0,0,0,0,0
"E_Scblty",0,0.2068,0.2196,-0.4989,0.4122,0.2525,0.4091,-0.9199,0.6438,1.0804,-0.4204,0,0,0.2598,0,0,0.8285,-0.8995,-0.4227,0,0,0,0,0,-1.3279,-0.7379,1.0392,0,1.4583,0.6228,-0.1958
"N_Anxty",-0.2706,0,0,0,0,0,0,0,0,0.1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6203,0,0,0,0,0
"N_Depr",-0.3321,0,0,-0.4205,-0.3599,0.216,0,0,0.6581,0,0.4139,0,0,-0.5825,0,-0.4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0.5015,0,0.8793,0,-0.3166,-0.8967,-0.4743,0,0,0,0,0,0,0,0.5087,0,-1.6745,0,-0.8611,0,-0.8169,0,0,0.3845
"O_AesSens",0,0.4017,0,0,0,0,0.2745,0,0,0.3699,0,0,-0.0503,0,0.2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0.3933,0,0,0,-0.3532,0,0.3783,0,0,0,0,0,0.1488,0,-0.4542,0,0,-0.3584,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
