"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.159,0.1559,0.1477,0,0,0.1598,0,0,0,0,0,0,0.1524,0,0,0,0,0.2778,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0.15,0.1474,0,0,0,0,0,0,0.1301,0,0,0,0,0,0.2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1302
"C_Org",0,0,0,0.1298,0,0,0,0.1409,0,0,0,0,0,0.1366,0,0,0,0,0,0,0.1265,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0.113,0.1133,0,0.1149,0,0,0,0.1136,0,0.1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0.1144,0,0,0,0,0.1293,0,0,0,0.1146,0,0.1177,0,0,0,0,0,0,0,0,0,0.1522,0.1272,0,0,0,0,0,0,0.1168,0.1144
"E_Assert",0,0,0,0,0,0,0.1491,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0.2036,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0.1076,0,0.1137,0,0.1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0.1046,0,0
"E_Scblty",0,0,0,0,0.1183,0,0,0,0.116,0.1104,0,0,0,0,0,0.1047,0.1099,0,0,0.1122,0,0,0,0,0,0.1039,0,0,0,0,0.1033
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1283,0.1248,0.1259,0,0,0,0,0.1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1395,0,0,0.1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0.13,0,0,0.1416,0.1451,0,0,0.1225,0.1188,0,0,0,0,0.1176,0,0,0,0,0,0,0.1164,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0.1207,0.1193,0.1205,0,0,0,0,0,0,0,0,0,0,0.1203,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0.1403,0,0,0,0,0,0.1311,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0.1149,0,0.1094,0.1097,0,0.118,0,0,0,0,0,0,0,0,0,0,0.1148,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
