"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1094,0,0.1044,0,0,0,0,0.0993,0,0,0,0,0,0,0,0,0.1026,0.1073,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1077,0,0
"C_Org",0,0,0,0.1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1146,0,0,0,0,0,0.1147,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.0948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959,0,0,0,0,0,0,0.0957,0,0,0
"C_Rspnbl",0,0,0,0,0,0.0979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.098,0.0976,0,0,0,0,0.0972,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0.0995,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.0986,0,0,0,0,0,0,0,0.1009,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0,0
"E_Scblty",0,0,0,0,0.1004,0,0,0,0.0977,0,0,0,0,0.0954,0,0,0.1017,0,0,0.0971,0,0,0,0,0.1094,0,0,0,0,0.1052,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1033,0,0,0.1023,0,0
"N_Depr",0,0,0,0,0,0.1055,0,0,0,0,0.1022,0,0,0,0,0,0,0,0,0,0,0,0.0884,0,0,0,0.089,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.0998,0,0,0,0,0,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1078,0,0,0,0.1076
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1058,0,0,0,0,0.1106,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1068,0,0,0,0,0,0,0,0,0,0.1071,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
