"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0949,0,0,0,0,0,0,0,0,0,0,0,0,0.0955,0,0,0,0.0988,0,0,0,0,0,0,0,0,0,0,0.0956,0.0992,0
"A_Rspct",0,0.1115,0,0,0,0,0,0,0,0,0.1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1054,0,0,0,0
"C_Org",0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0
"C_Prdctv",0,0,0,0,0.0948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967,0,0,0,0.097,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1013,0,0,0,0,0,0,0,0,0,0,0,0,0.1042,0,0,0,0,0,0,0,0.1061,0,0,0,0
"E_Assert",0,0,0,0,0.1025,0,0.1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1022,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.094,0.0936,0,0,0,0,0,0,0,0,0,0,0,0,0.0937,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1026,0,0,0,0,0,0,0,0,0.1036,0,0,0,0,0,0,0,0,0.1048,0,0,0
"N_Depr",0.0938,0,0,0,0,0.0947,0,0,0,0,0.1015,0,0,0,0,0,0.0948,0,0,0,0,0,0,0,0.0935,0,0,0,0,0,0.0972
"N_EmoVol",0,0,0,0,0,0,0,0,0.0984,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982,0,0,0,0,0
"O_AesSens",0,0,0,0,0.1064,0,0,0,0,0,0,0,0.1047,0,0.1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0.1079,0,0,0,0,0,0.1083,0,0,0,0,0,0,0,0,0,0.1054,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1108,0,0,0.1075,0,0,0,0,0,0,0,0,0,0,0.1073,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
