"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353,0,0,0,0,0,0,0
"A_Rspct",0,0.1322,0,0,0,0,0,0.1403,0.1382,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.1628,0,0,0,0,0,0,0
"A_Trust",0,0,0.2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0.3958,0,0
"C_Org",0,0,0.1196,0.101,0,0,0,0.13,0,0,0,0.1086,0,0,0,0,0,0,0,0.0951,0,0.1075,0.1214,0.1054,0,0,0.1114,0,0.1092,0,0
"C_Prdctv",0,0,0,0,0.1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1293,0,0,0,0,0,0,0,0.1327,0,0,0,0,0,0.1327,0,0,0,0,0,0,0.1299,0,0,0,0
"E_Assert",0.1295,0,0,0,0,0,0.1136,0.1186,0.1292,0,0,0,0,0,0,0,0.1149,0,0,0,0,0,0,0,0.1355,0,0,0,0,0,0
"E_EnerLev",0,0,0,0.1505,0,0,0,0.1368,0,0,0,0,0,0,0.1635,0,0,0,0,0.1437,0,0,0,0,0,0,0.1605,0,0.2087,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1604,0,0.1804,0,0,0,0,0,0,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1548,0.1695,0,0,0
"N_Depr",0.0977,0.0934,0,0,0,0,0,0,0,0,0.1041,0,0,0,0.1002,0,0,0,0,0,0,0,0,0.0934,0.1008,0,0,0,0,0,0.0981
"N_EmoVol",0,0,0,0,0,0,0.1259,0,0,0,0,0.125,0.1298,0,0,0,0,0,0,0,0,0.1418,0,0,0,0.1377,0,0,0.1497,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0.1513,0,0.1454,0,0,0,0,0,0,0,0,0.1798,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2095,0,0,0.3159,0,0,0,0,0,0,0.3038,0,0,0,0,0,0,0
"O_IntCur",0.1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0.1275,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
