"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1078,0,0,0,0.1054,0,0,0,0.1078
"A_Rspct",0,0.1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1017,0,0,0,0,0,0,0,0,0,0.1077,0,0,0,0,0
"A_Trust",0,0,0.0929,0,0.0968,0,0.0978,0,0,0,0,0,0,0,0,0.0986,0,0,0,0,0,0,0,0,0,0.0968,0,0,0,0.0995,0
"C_Org",0,0,0,0.1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2235,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1157,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1194,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0.1434,0,0.1435,0,0,0
"E_Assert",0,0,0,0,0,0,0.0938,0,0,0,0,0,0,0,0.0962,0.1148,0.1095,0,0,0,0,0,0.1081,0.105,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1032,0,0,0,0,0,0,0,0,0,0,0,0.1055,0,0,0,0,0,0.1047,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1103,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844,0,0,0,0.0839,0
"N_Depr",0,0.0946,0,0.0945,0,0,0,0,0,0,0.0985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1164,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0.0963,0,0,0,0,0,0,0,0,0,0,0.0994,0,0,0,0,0,0.0979,0,0,0,0,0,0.1004,0,0,0,0,0.1002
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1153,0.1131,0,0,0,0,0,0,0,0,0,0,0,0,0.1194,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
