"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.0214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5966,0,0,0,0
"A_Rspct",0,-0.1041,0,0.3715,0,0,0,0,0,0,-0.3044,0,0,0.2156,0,0.2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.2243,0,0,0,0,0,0,0,-0.5141,0,0,0,0,0,0,0,0,-0.4354,0,0,0,0.4617,0,0,0,0,0,0,0
"C_Org",0,0,0,0.0316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,-0.4737,0,0.4644,0.0949,0,0,0,0,0,0.3046,0,0,0,-0.6479,0,0,0,-0.3535,0,0,0,0,0,0,-0.9746,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.2458,0,0,0,0,0,0,0,0,0,0,0,0,-0.3593,0,0,0,0,0,-0.739,0,0,0,0,0,0
"E_Assert",0,0,-0.4484,0,0,0,-0.3021,0.3375,0,0,0,0,0,0,0,0,0,0.2151,0,0,0,0,0,0,0,0,0,0.3125,0,0,-0.3495
"E_EnerLev",0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0.6466,0,0,0,0,0,0,0,0,0,0,0,0,-1.0528,0
"E_Scblty",0,0,0,0.4157,0,0,0,0,0.2435,0,0,0,0.3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0.3406,-0.4799,0,0,0,0,0,0,0,0,0.7018,0,0,0,0,0
"N_Depr",0,0,0,0,0,-0.415,0,0,0,0,-0.0269,0,-0.3931,0,0,0.3102,0,-0.8755,-0.3801,0,0.5622,0,0,0,0,0,0,0.4587,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,-0.2638,0,0,0.0846,0,0,0,0,0,0,0,0,0,0,0,0,0.6309,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0.289,0,0,0,0,0,0,0,-0.1083,0,0,0,0,0,0,0.5925,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,-0.4224,0,0,0,0,0,0,0,0,0,0,0,-0.0748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0.4041,0,0,0,0,0,0,0,0,0,0,0,0,-0.6106,0,0,0,0,0,0,0,1.0801,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
