"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0633,0,0,0,0,0,0,0,0,0,0.2961,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0781,0,0,0,0,-0.2514,0,0,0,0,0,0,-0.4324,0,0,0,0,0
"A_Cmpn",0,0,-0.0383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0478,0,0,0,0,0,0,0,0.3056,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.0543,0,0,0,0,0,0,0,0,0,0.6894,0,0,0,0
"N_Anxty",0,0,0,0,0,0.2605,0,0,0,0,0,-0.3844,0,0,0,0,0,0,-0.253
"N_EmoVol",0,0,0,0,0,0,0.0902,0,0,0,0,0,0,0,0.4382,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0934,0,0,0.268,0,0.295,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,-0.2738,0,-0.1317,0,0,0,0,0,0,0,0.4279,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
