"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1179,0,0,0,0,0,0,0,0.1161,0,0,0,0,0,0,0,0,0
"A_Cmpn",0.117,0,0.1191,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1095,0,0,0.1124,0,0,0.1057,0,0.1046,0,0.147,0,0,0,0
"N_Anxty",0,0,0,0,0.2406,0.2736,0,0,0,0,0,0,0,0.4223,0,0,0,0,0.2664
"N_EmoVol",0,0,0.125,0,0,0,0.1235,0,0,0,0,0,0,0,0.123,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1335,0,0,0.1348,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0.1227,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
