"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.1365,0,0,0,0,0,0,0,0,0,0.3674,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0181,0,0,0,0,0,0,0,0,0,0,0,-0.3624,0,0,0.2976,0,0
"A_Cmpn",0,0,0.056,0,0,0,0,0,0,0,0.3725,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0284,0,0,0,0,0,0,0,0.5139,0,0,0,0,0,0,0
"N_Depr",0,0,0,0.3387,0.2226,0,0,0,0,0,0,0,0,0,0,0.5206,0,0,0
"N_Anxty",0,0,0,0,0,-0.1048,0,0,0,0,0,0,0,0.7219,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1416,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0283,0,0,0,0,0,0,0,0,0,0.3762,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.1918,0,0,0,0,-0.4186,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
