"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.8923,-0.1096,0.0336,-0.1261,-0.2033,-0.1985,-0.0507,0.0623,-0.1393,0.1822,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1096,0.998,0.1302,-0.0874,0.1379,-0.4502,-0.1741,-0.1256,0.1707,-0.0795,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0336,0.1302,0.9817,0.4266,0.1899,-0.3593,0.0409,-0.0026,0.359,0.2201,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1261,-0.0874,0.4266,0.9999,0.0819,-0.2425,0.064,0.1501,0.3219,0.1145,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.2033,0.1379,0.1899,0.0819,0.9084,-0.0617,0.0432,-0.0048,-0.0733,-0.3838,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1985,-0.4502,-0.3593,-0.2425,-0.0617,0.9746,0.0944,0.3504,-0.366,-0.3784,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0507,-0.1741,0.0409,0.064,0.0432,0.0944,0.9885,0.3371,0.2472,0.2429,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0623,-0.1256,-0.0026,0.1501,-0.0048,0.3504,0.3371,0.9946,-0.2545,0.1366,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1393,0.1707,0.359,0.3219,-0.0733,-0.366,0.2472,-0.2545,0.8951,0.29,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1822,-0.0795,0.2201,0.1145,-0.3838,-0.3784,0.2429,0.1366,0.29,0.9413,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.8334,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.8201,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7571,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5524,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1448,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8502,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5194,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4793,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7261
