"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1275,0,0,0,0,0,0,0,0.4828,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.0335,0,0,0,0,0,0,0,0.2273,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.2407,0,0.0248,-0.2224,0,0,0,0,0,0,0.2611,0,0,0,0,0,0,0.2145
"N_Depr",0,0,0,0,0.2239,0,0,0,0,0,0,0,0,0,0.3568,0,0,0,0
"N_Anxty",0,0,0,0,0,0.2572,0,0,0,0,-0.3535,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.0466,0,0,0,0,0,0,0.5852,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0999,0,0.2008,0,0,0.1942,0,0,0,0,0.4241,0
"C_Rspnbl",0,0,0,0,-0.2055,0,0,0,-3e-04,0,0.2328,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
