"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.1188,0.1207,0,0,0,0,0.1202,0,0,0,0,0,0,0.1217,0,0,0,0,0
"A_Cmpn",0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0.141,0,0,0.1401,0,0,0,0,0,0.1311,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.2579,0,0,0.2263,0,0,0,0,0,0,0,0.4301,0,0,0
"N_Anxty",0,0,0.1221,0,0.1307,0.1209,0.1278,0,0.1248,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0.1176,0.1318,0,0,0,0,0,0.1229,0.1836,0.1206,0,0,0.1241,0
"C_Prdctv",0.1002,0.1044,0,0,0,0,0,0.1012,0,0,0,0,0,0,0,0.1088,0,0.1074,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
