"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1118,0,0,0,0,0,0,0,0,0,0,0,0.1117,0,0,0,0,0
"A_Cmpn",0,0,0.1101,0,0,0,0,0,0,0,0,0,0,0.1064,0,0,0,0,0
"A_Rspct",0,0,0,0.0997,0,0,0,0,0,0.0954,0,0.0995,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1089,0,0,0,0,0,0,0,0,0,0.1774,0,0,0,0
"N_Anxty",0,0,0,0,0,0.2391,0,0,0,0,0,0,0,0.7832,0,0.4766,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1098,0,0,0,0,0,0,0,0,0,0.1117,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1078,0,0,0,0,0,0,0,0,0,0.109,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1139,0,0,0,0.1118,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
