"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1102,0,0,0,0,0,0,0,0,0,0,0.1093,0,0.1089,0,0,0,0,0
"E_EnerLev",0,0.0927,0.089,0,0,0,0.0909,0,0,0.0915,0,0,0,0,0,0,0.0955,0,0
"A_Cmpn",0,0,0.1126,0,0,0,0,0,0,0,0,0,0.1131,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1142,0.1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1271,0,0,0,0,0,0,0,0,0,0,0.2466,0,0,0
"N_Anxty",0,0,0,0,0,0.1164,0,0,0,0,0,0,0,0,0,0,0.1151,0,0
"N_EmoVol",0,0,0,0.2188,0,0,0.1887,0,0,0,0,0,0,0.5168,0.2183,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1192,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1096,0,0,0,0,0,0,0,0.1097,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
