"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0972,0,0.0976,0,0,0,0,0,0,0,0,0,0,0.0994,0,0,0,0,0
"E_EnerLev",0,0.0961,0,0,0,0,0,0.0969,0,0,0,0,0.0906,0,0.0966,0,0.1165,0,0
"A_Cmpn",0,0,0.1343,0,0,0,0,0,0,0,0.1363,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.0898,0,0,0,0,0,0,0,0,0,0,0.1146,0,0,0
"N_Anxty",0,0,0,0,0,0.1415,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1241,0,0,0,0,0,0,0.3413,0.2723,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1128,0,0,0.2029,0,0,0.1793,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1255,0,0.1269,0,0.1352,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
