"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0493,0,0,0,0,0,0,0,0,0,0,0,0,-0.5991,0,0,0,0,0
"E_EnerLev",0,0.0833,0,0,0,0,0,0,0,0.3953,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.0042,0,0,0,0,0,0,0,0,0,0,0,0,-0.3775,0,0,0
"A_Rspct",0,0,0,-0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,-0.2734,0,0,0.1957,0,0,0,0,0,0,0,0.6621,0,0,0,0,0
"N_EmoVol",0,0,0,-0.3368,0,0,0.2399,0,0.3419,-0.4113,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1733,0,0,0,0,0,0,0,0,0,0.3739,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.2984,0,0,0,0,0,0,0,0,0,0.3289
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
