"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3265,0
"E_EnerLev",0,-0.1305,0,0,0,0,0,0,0,0.5472,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.0492,0,0,0,0,0,0,0,0.4696,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.0253,0,0,0,0,0,-0.351,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,-0.2961,0,0.0517,0,0,0,0,0,0,0.4092,0.3453,0,0,0,0.2607
"C_Prdctv",0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.5168,0
"C_Rspnbl",0,0,0,0.2969,0,0,0,0,0.2138,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
