"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,0.3063,-0.0808,-0.2836,-0.1116,0.4245,0.1907,0.5496,-0.1263,0.0462,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.3063,1,0.3625,0.2683,0.2016,-0.375,-0.3453,-0.191,0.2379,0.3147,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0808,0.3625,1,0.142,0.6473,-0.3886,-0.1046,-0.2838,0.4003,0.2647,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.2836,0.2683,0.142,1,0.2337,-0.4868,-0.3158,-0.2872,0.1787,0.1044,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1116,0.2016,0.6473,0.2337,1,-0.4254,-0.3002,-0.3584,0.1043,0.4563,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.4245,-0.375,-0.3886,-0.4868,-0.4254,1,0.682,0.6741,-0.4467,-0.2599,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.1907,-0.3453,-0.1046,-0.3158,-0.3002,0.682,1,0.4082,-0.1306,-0.4544,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.5496,-0.191,-0.2838,-0.2872,-0.3584,0.6741,0.4082,1,-0.3942,-0.1159,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1263,0.2379,0.4003,0.1787,0.1043,-0.4467,-0.1306,-0.3942,1,0.1973,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0462,0.3147,0.2647,0.1044,0.4563,-0.2599,-0.4544,-0.1159,0.1973,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.6331,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.9864,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7186,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3096,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2475,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5551,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9413,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7504
