"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1045,0,0,0,0,0,0,0,0.1109,0,0.1028,0,0,0,0.103,0,0,0,0
"E_EnerLev",0,0.1279,0,0,0.1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1286,0,0,0,0,0,0,0,0,0,0,0.1295,0,0,0,0,0
"A_Rspct",0,0,0,0.1257,0,0,0.1257,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1237,0,0,0,0,0.1241,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0.1289,0,0.1283,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.1075,0,0,0,0,0,0,0.114,0,0,0,0,0,0.1075,0,0,0,0.1171,0
"C_Rspnbl",0,0,0,0,0,0,0.1219,0,0.1292,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
