"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1202,0,0,0,0,0,0,-0.4103,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5279,0,0
"A_Cmpn",0,0,-0.2423,0,0,0,0,0,0,0,0.439,0,0,0,0,0,0,0,0
"A_Rspct",0.3489,0,0,0.0143,0,0,0.3068,0,0,0,0.3321,0,0,0,0,0,0,-0.6989,0
"N_Depr",-0.4778,0,0,0,0.3015,0,0,0.2114,0,-0.3722,0,0,0,0,0,0,0,-0.3791,0
"N_Anxty",0,0,0,0,0,0.2983,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1779,0,0,0,0,0.3238,0,0,0.2994,0,-0.5149,0,0
"C_Prdctv",0,-0.4081,0,0.366,0,0,0,0.2299,0,0,0,0,-0.3068,-0.5404,0,0,0,0,0
"C_Rspnbl",0,0,0,0,-0.4162,0,0.5481,0,-0.1012,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
