"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.3085,-0.0763,0,0,0,0,0,0,0,0.424,0,0,0,0,0,0,0,0,0.3395
"A_Cmpn",0,0,-0.1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.1568,0,0,0,0,0,0,0,0,0,0,0,-0.3695,0,0,-0.3358
"N_Depr",0,0,0,0,-0.052,0,0,0,0,0,0,0,0,0,0.5583,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1686,0,0,0,0,0,0,0,0,0,0,0,0,0.3162
"N_EmoVol",0,0,0,0,0,0,0.1439,0,0,0.2922,0,0,0,0.5245,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.5015,0,0,0.6099,0,0,0,0,0,0,-1.4081,0
"C_Rspnbl",0,0,0.4379,0,0,0,0,0,-0.0869,0,0,0.3743,0,0,0,0,1.1408,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
