"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0727,0,0,0,0,0,0,0,0,0,0.4071,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.3129,0,0,0,0,0,0,0,0,0,0,0,-0.6334,0,0,0,0,0
"A_Cmpn",0,0,0.0239,0,0,0.4612,0,0,0,0,0,0,0,-0.3313,0,0,0,0,0
"A_Rspct",-0.6326,0,0,0.0203,0,0,0,0,0,-0.3575,0,0,0,-0.5465,-0.9622,0.5773,0,0,0
"N_Depr",0,0,0,0,0.4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.1031,0,0,0,0,0,0,1.0194,1.0308,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1334,0,-0.3017,0,0,0,0,0.4927,0,0,0,0,0
"C_Prdctv",0,0,0,0,-0.3994,0,0,0.221,-0.2892,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0569,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
