"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1577,0,0,0,0,0,0,0,0,0,0.3009,0,0,-0.3728,0,0,0,0,0
"E_EnerLev",0,0.0783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.021,0,0,0,0,0,0,0,0,0,0,0,0,-0.689,0,0,0
"A_Rspct",0,0,0,0.0025,-0.4396,0,0,0,0,0,0.3417,0,0,0,0,0,0,0,0
"N_Depr",0,0,0.3826,-0.6073,0.3067,0,0,0,0,0,0,0,0,0,0,0,-0.3379,0,0
"N_Anxty",0,0,0,0,0,0.0762,0,0,0,0,0,0.4295,-0.5383,0.5461,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1273,0,0,0,0,0,0,0,0.7525,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0244,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.1979,0,0,0,0,0,-0.5014,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
