"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,0.125,0.0086,0.1263,0.2613,0.0681,-0.0812,0.0474,-0.0254,-0.0782,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.125,1,0.4986,0.135,0.0118,-0.1599,-0.2944,0.0217,0.2247,0.041,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0086,0.4986,1,0.2302,0.0442,-0.2591,-0.3879,-0.1355,0.2258,0.2458,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1263,0.135,0.2302,1,0.2673,0.0373,-0.0115,0.0568,0.1255,0.0853,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2613,0.0118,0.0442,0.2673,1,0.0535,0.1672,0.0092,0.2376,0.0493,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0681,-0.1599,-0.2591,0.0373,0.0535,1,0.4134,0.5773,-0.1327,-0.0268,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0812,-0.2944,-0.3879,-0.0115,0.1672,0.4134,1,0.2919,-0.0803,-0.1747,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0474,0.0217,-0.1355,0.0568,0.0092,0.5773,0.2919,1,-0.1367,-0.159,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0254,0.2247,0.2258,0.1255,0.2376,-0.1327,-0.0803,-0.1367,1,0.4551,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0782,0.041,0.2458,0.0853,0.0493,-0.0268,-0.1747,-0.159,0.4551,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9862,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.7434,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.9478,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8139,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8032,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7968,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7008,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8996
