"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.0738,-0.0404,0.1702,0.207,-0.1528,-0.1077,0.1353,-0.0239,0.1714,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0738,1,0.5562,0.2577,-0.2875,0.0241,-0.3084,-0.1699,0.0676,0.3003,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0404,0.5562,1,0.3664,-0.153,-0.0251,0.0433,-0.1723,-0.0277,0.0928,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1702,0.2577,0.3664,1,-0.0333,-0.1713,-0.0309,0.0114,-0.1857,0.052,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.207,-0.2875,-0.153,-0.0333,1,-0.0479,-0.0405,0.2456,-0.0419,0.0465,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1528,0.0241,-0.0251,-0.1713,-0.0479,1,-0.0841,0.0922,0.2214,-0.0412,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1077,-0.3084,0.0433,-0.0309,-0.0405,-0.0841,1,0.2007,-0.0996,-0.1401,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1353,-0.1699,-0.1723,0.0114,0.2456,0.0922,0.2007,1,-0.0434,-0.1391,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0239,0.0676,-0.0277,-0.1857,-0.0419,0.2214,-0.0996,-0.0434,1,0.2118,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1714,0.3003,0.0928,0.052,0.0465,-0.0412,-0.1401,-0.1391,0.2118,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.8269,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.5556,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7258,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6392,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9949,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8384,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7746,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7789,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8831
