"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.109,0,0,0,0,0,0,0,0,0,0.1103,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1032,0,0,0,0,0,0,0,0,0,0,0,0.1047,0,0,0.1053,0,0
"A_Cmpn",0,0,0.1125,0,0,0,0,0,0,0,0.1157,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1043,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0
"N_Depr",0,0,0,0.0983,0.0982,0,0,0,0,0,0,0,0,0,0,0.0928,0,0,0
"N_Anxty",0,0,0,0,0,0.0849,0,0,0,0,0,0,0,0.0857,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1205,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0.1156,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1044,0,0,0,0,0.1061,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
