"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0264,0,0,0,0,0.5356,0,0.8302,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.4576,0,0,0,-0.4408,0,0,-0.3709,0,0,0,0,0,0,0,-0.6667,0
"A_Rspct",0,0,0,0.0685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0.2443,0,0,1.0483,0.9061,0,0.3623,2.1979,0,-1.9475,0,0,0,0,0,0,1.1963,-0.1601
"N_EmoVol",0,0,0,0,0,0.9068,-0.7462,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,-0.4564,0,0,0,-0.1942,0,0,0,0,0.7066,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.7282,0,0,0,0,0,-1.2601,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
