"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1142,0,0,0,0,0,0,0,0,0,0.1138,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1143,0,0,0,0,0,0,0,0,0,0.1171,0,0,0,0
"N_Anxty",0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0.1101,0,0,0
"N_EmoVol",0,0,0,0,0.1083,0,0.1079,0,0,0,0,0.104,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1258,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1261,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
