"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.9623,-0.1191,-0.158,-0.1113,0.0211,-0.0718,-0.3485,-0.105,-0.0319,-0.088,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1191,0.9999,0.2826,0.0921,0.0185,-0.0831,0.0023,0.014,0.3428,0.1222,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.158,0.2826,0.9993,0.2278,0.0971,-0.2015,0.2395,0.1457,0.1437,0.0908,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1113,0.0921,0.2278,0.9825,0.1454,-0.3253,-0.153,-0.1273,-0.0895,-0.0097,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0211,0.0185,0.0971,0.1454,0.9958,-0.2183,-0.0164,-0.1244,0.0763,0.2913,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0718,-0.0831,-0.2015,-0.3253,-0.2183,0.9929,0.5151,0.4476,-0.2345,-0.3373,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3485,0.0023,0.2395,-0.153,-0.0164,0.5151,0.9878,0.4156,-0.0104,-0.1214,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.105,0.014,0.1457,-0.1273,-0.1244,0.4476,0.4156,0.9909,-0.2301,-0.2042,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0319,0.3428,0.1437,-0.0895,0.0763,-0.2345,-0.0104,-0.2301,0.9994,0.2308,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.088,0.1222,0.0908,-0.0097,0.2913,-0.3373,-0.1214,-0.2042,0.2308,0.9914,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.8811,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.9637,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.8736,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9791,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8321,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7782,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9942,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9952
