"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0988,0,0,0,0,0,0,0,0.0955,0,0.0942,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1062,0,0.1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1008,0,0,0,0,0,0,0,0,0,0,0.1017,0,0,0,0,0.1052
"A_Rspct",0,0,0,0.0993,0,0,0,0,0,0,0,0,0,0,0,0,0.1001,0,0
"N_Depr",0,0.1009,0,0,0.101,0,0,0,0,0,0.0968,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1039,0,0,0,0,0,0,0,0.104,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1021,0,0,0,0,0,0,0.1021,0,0,0,0,0.1049
"C_Prdctv",0,0,0,0,0,0,0,0.0933,0,0,0,0,0,0,0,0,0,0.0924,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1072,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
