"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2629,0,0
"E_EnerLev",0,-0.085,0,0,0,0,0,0,0,0,0,0.3875,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1183,0,0,0,0,0,0,0,0,0,0.5157,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.1077,0,0,0,-0.2404,0,0.2679,0,0,0,0,0,0,0,0.2431,0
"N_Depr",0,0,0,0,0.3643,0,0,0,0,0,-0.409,0,0,0,0,0.4173,0,0,0
"N_Anxty",0,0,0,0,0,0.0345,0,0,0,0,0,0,0,0.5192,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.0732,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0783,0,0,0,0,0,0,0,-0.2858,0,0.3985,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.146,0,0,0,0,-0.535,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
