"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",-0.3318,-0.1247,0,0,0,0,-0.3886,0,0,0,0,0,0,0.3556,0,0,0,0,0
"A_Cmpn",0,0,-0.1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",-0.3424,0,0,-0.1904,0,0,0,0,0,-0.3264,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.4603,0,0,0.4536,0,0,0,0,0,0,0,-0.8565,0,0,0
"N_Anxty",0,0,-0.2894,0,-0.3429,-0.0592,0.3864,0,0.4727,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0.2637,-0.4031,0,0,0,0,0,-0.5355,0.8189,0.2642,0,0,-0.2598,0
"C_Prdctv",-0.2556,0.222,0,0,0,0,0,0.1626,0,0,0,0,0,0,0,0.3954,0,0.6414,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.2497,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
