"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1757,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1806,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0
"A_Rspct",0,0,0,0.1555,0.1585,0,0,0,0,0,0.1494,0,0,0,0,0,0.1644,0,0
"N_Depr",0.078,0.1282,0.057,0.0805,0.1263,0.0678,0.0963,0.0707,0,0.0782,0.0838,0.0837,0.0979,0,0,0,0.096,0,0.0819
"N_Anxty",0.1147,0,0,0,0.192,0.1501,0.1534,0,0,0,0,0,0,0.1262,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1811,0,0,0,0,0,0,0.1811,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.2146,0,0,0,0,0,0.2415,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1872,0,0,0,0.1858,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
