"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.1738,0.151,0.1446,-0.3287,0.0289,0.2328,0.0536,-0.1107,-0.0047,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1738,1,0.361,0.1701,0.0813,-0.1626,-0.0959,0.1921,0.0371,0.1883,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.151,0.361,1,0.2104,0.0039,-0.1382,0.0795,0.0387,0.2041,0.321,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1446,0.1701,0.2104,1,0.1727,-0.0565,-0.1706,-0.0502,-0.0658,0.2332,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.3287,0.0813,0.0039,0.1727,1,-0.3479,-0.3316,-0.3697,0.1348,0.1484,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0289,-0.1626,-0.1382,-0.0565,-0.3479,1,0.5239,0.5197,-0.0541,-0.199,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2328,-0.0959,0.0795,-0.1706,-0.3316,0.5239,1,0.3755,0.0529,-0.0727,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0536,0.1921,0.0387,-0.0502,-0.3697,0.5197,0.3755,1,-0.2041,-0.1616,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1107,0.0371,0.2041,-0.0658,0.1348,-0.0541,0.0529,-0.2041,1,0.3835,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0047,0.1883,0.321,0.2332,0.1484,-0.199,-0.0727,-0.1616,0.3835,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9928,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6492,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.9805,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7445,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6913,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8467,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6155,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.349,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2016
